interviewid,college,student_vote,student_meeting,student_other,student_button,student_money,student_communicate,student_demonstrate,student_community,student_ppnscal,student_PubAff,student_Newspaper,student_Radio,student_TV,student_Magazine,student_FamTalk,student_FrTalk,student_AdultTalk,student_PID,student_SPID,student_GovtOpinion,student_GovtCrook,student_GovtWaste,student_TrGovt,student_GovtSmart,student_Govt4All,student_Cynic,student_LifeWish,student_GLuck,student_FPlans,student_EgoA,student_WinArg,student_StrOpinion,student_MChange,student_EgoB,student_TrOthers,student_OthHelp,student_OthFair,student_Trust,student_Senate,student_Tito,student_Court,student_Govern,student_CCamp,student_FDR,student_Knowledge,student_NextSch,student_GPA,student_SchOfficer,student_SchPublish,student_Hobby,student_SchClub,student_OccClub,student_NeighClub,student_RelClub,student_YouthOrg,student_MiscClub,student_ClubLev,student_Phone,student_Gen,student_Race,parent_Newspaper,parent_Radio,parent_TV,parent_Magazine,parent_LifeWish,parent_GLuck,parent_FPlans,parent_WinArg,parent_StrOpinion,parent_MChange,parent_TrOthers,parent_OthHelp,parent_OthFair,parent_PID,parent_SPID,parent_Vote,parent_Persuade,parent_Rally,parent_OthAct,parent_PolClub,parent_Button,parent_Money,parent_Participate1,parent_Participate2,parent_ActFrq,parent_GovtOpinion,parent_GovtCrook,parent_GovtWaste,parent_TrGovt,parent_GovtSmart,parent_Govt4All,parent_Employ,parent_EducHH,parent_EducW,parent_ChurchOrg,parent_FratOrg,parent_ProOrg,parent_CivicOrg,parent_CLOrg,parent_NeighClub,parent_SportClub,parent_InfClub,parent_FarmGr,parent_WomenClub,parent_MiscClub,parent_ClubLev,parent_FInc,parent_HHInc,parent_OwnHome,parent_Senate,parent_Tito,parent_Court,parent_Govern,parent_CCamp,parent_FDR,parent_Knowledge,parent_Gen,parent_Race,parent_GPHighSchoolPlacebo,parent_HHCollegePlacebo,student_1973Married,student_1973Military,student_1973Drafted,student_1973Unemployed,student_1973NoEmployers,student_1973OwnHome,student_1973NoResidences,student_1973VoteNixon,student_1973VoteMcgovern,student_1973CollegeDegree,student_1973CurrentCollege,student_1973CollegeYears,student_1973HelpMinority,student_1973Busing,student_1973GovChange,student_1973VietnamRight,student_1973VietnamApprove,student_1973Trust,student_1973Luck,student_1973SureAboutLife,student_1973CurrentSituation,student_1973FutureSituation,student_1973ThermMilitary,student_1973ThermRadical,student_1973ThermDems,student_1973ThermRep,student_1973ThermBlack,student_1973ThermWhite,student_1973ThermNixon,student_1973ThermMcgovern,student_1973Newspaper,student_1973PubAffairs,student_1973GovtEfficacy,student_1973GovtNoSay,student_1973PartyID,student_1973IncSelf,student_1973HHInc,student_1973ChurchAttend,student_1973Knowledge,student_1973Ideology,student_1982vote76,student_1982vote80,student_1982meeting,student_1982other,student_1982button,student_1982money,student_1982communicate,student_1982demonstrate,student_1982community,student_1982IncSelf,student_1982HHInc,student_1982College
869,1,1,0,0,0,0,1,0,0,2,1,2,1,2,3,2,4,2,6,2,1,1,2,2,1,3,3,1,3,1,4,1,1,1,4,1,1,1,4,1,0,0,1,1,0,0.5,1,3,1,1,1,3,3,4,4,1,0,1,0,1,1,0,2,3,1,3,3,2,2,1,1,1,1,1,4,0,1,1,0,0,0,0,0,0.1666666716337204,0,7,2,3,2,3,1,2,1,3,1,4,1,1,1,1,1,1,1,1,2,0,1,6,6,0,0,1,0,1,1,1,0.6666666865348816,1,1,0,0,1,0,NA,0,4,0,1,0,0,0,0,3,4,6,2,1,1,1,1,1,7,9,60,15,50,50,50,50,60,15,1,2,1,5,1,5,9,3,3,5,1,0,0,0,0,0,0,0,0,10,15,0
871,0,1,1,0,0,0,0,0,0,2,1,2,1,2,3,2,2,4,1,3,1,2,2,2,1,3,3,3,1,1,3,3,3,1,2,1,1,1,4,0,0,1,1,1,0,0.5,0,2,1,1,1,1,1,1,1,1,1,3,1,0,1,3,3,4,0,3,2,3,2,3,1,3,3,2,1,3,1,0,0,0,0,0,0,0,0,0,1,2,2,2,1,3,1,2,2,1,1,1,1,1,1,3,1,2,1,0,1,5,5,0,0,0,0,1,0,1,0.3333333432674408,0,1,NA,0,1,0,NA,0,3,1,0,1,0,NA,NA,NA,5,7,NA,0,0,1,0,0,7,9,60,15,40,70,70,85,85,15,1,1,0,0,0,10,14,0,3,1,99,99,99,99,99,99,99,99,99,NA,NA,NA
872,0,1,0,0,0,0,0,0,0,1,0,5,5,3,3,1,4,4,2,2,1,2,2,2,1,3,3,3,2,3,1,3,1,3,3,2,3,2,3,0,0,1,1,1,0,0.5,0,3,3,1,1,1,4,1,3,1,0,1,1,1,1,0,0,3,0,3,3,3,1,3,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,3,0,4,1,1,1,1,1,1,1,1,1,2,1,0,1,8,8,1,0,0,0,1,0,1,0.3333333432674408,0,1,NA,0,1,1,0,0,1,0,6,1,0,NA,NA,NA,1,6,4,1,0,0,1,0,9,9,60,30,85,50,50,50,50,50,1,2,1,5,2,10,14,4,3,1,1,1,0,0,0,0,0,0,0,9,12,0
873,1,1,0,0,0,1,0,0,0,2,1,1,5,3,1,1,2,4,3,1,1,1,2,2,1,3,3,1,1,1,4,1,3,1,2,1,1,1,4,1,1,1,1,1,1,1,1,2,2,1,1,3,2,3,3,4,1,3,1,0,1,4,4,3,0,1,3,3,2,3,3,1,1,1,7,3,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,3,0,3,4,1,1,1,1,1,1,1,1,2,1,0,1,10,10,1,0,0,0,1,1,1,0.5,0,1,1,0,1,0,NA,0,2,0,2,0,1,1,0,4,2,4,4,0,0,0,1,1,8,9,30,60,70,50,50,50,30,60,1,2,1,5,1,5,15,0,6,5,99,99,99,99,99,99,99,99,99,NA,NA,NA
875,0,1,1,1,1,1,1,0,0,6,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,3,1,1,3,3,1,1,3,3,1,1,3,1,1,1,1,1,0,0.8333333134651184,1,3,3,4,4,3,1,3,4,4,0,1,1,1,1,4,4,4,1,1,3,1,3,1,1,1,1,1,6,2,1,1,0,0,0,0,0,0.1666666716337204,0,1,2,2,2,3,1,3,0,2,1,4,1,1,1,1,1,1,1,2,1,0,1,8,8,1,0,0,0,1,0,1,0.3333333432674408,0,1,0,0,0,1,0,0,NA,NA,5,0,1,NA,NA,NA,2,5,NA,0,0,1,1,0,7,9,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,5,NA,NA,NA,1,NA,NA,1,1,0,0,0,0,1,0,0,99,99,0
876,1,1,1,0,0,0,1,0,1,4,1,1,1,2,1,1,2,3,5,1,2,1,2,1,1,1,2,1,1,1,4,3,1,1,3,1,3,3,2,1,0,1,1,1,1,0.8333333134651184,1,2,2,4,1,3,2,1,3,4,1,3,1,0,1,4,4,4,1,3,3,1,1,3,1,1,1,1,6,2,1,1,1,0,0,0,0,0.3333333432674408,0.20000000298023224,3,1,1,1,3,1,3,0,3,3,3,1,1,1,1,1,3,1,2,1,0,1,8,8,1,0,0,0,1,1,1,0.5,0,1,1,0,1,0,NA,0,NA,NA,4,1,0,1,NA,NA,5,7,NA,0,0,1,1,1,8,9,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,5,NA,NA,NA,0,NA,NA,1,1,0,0,0,0,1,0,1,2,10,1
880,1,1,0,0,0,0,0,0,0,1,1,1,5,2,2,2,2,4,3,1,1,2,1,2,1,3,4,3,1,1,3,3,1,3,3,1,1,1,4,0,0,0,1,1,1,0.5,1,3,1,1,1,1,4,1,3,1,0,1,1,1,1,4,4,3,1,3,3,2,2,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,2,0,1,1,4,1,1,1,1,1,1,1,2,1,0,1,4,4,0,0,0,0,1,0,0,0.1666666716337204,0,1,0,0,1,0,NA,0,NA,NA,2,1,0,0,NA,NA,6,7,7,1,0,1,NA,0,7,9,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,5,NA,NA,NA,3,NA,NA,1,0,0,0,0,0,0,0,0,8,12,0
883,0,1,0,0,0,0,1,0,0,2,1,5,1,1,3,2,4,4,2,2,1,2,3,2,1,3,3,3,1,3,2,3,1,3,3,1,1,3,3,0,0,0,1,1,1,0.5,0,2,1,1,1,1,4,1,3,1,0,1,1,0,1,4,0,0,0,3,3,1,1,1,1,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,2,1,2,3,3,3,1,4,2,1,1,1,1,1,1,1,1,1,1,0,1,5,5,1,0,1,0,1,1,1,0.6666666865348816,0,1,0,0,1,0,NA,0,NA,NA,4,1,0,NA,NA,NA,7,7,NA,NA,0,0,1,1,6,8,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,NA,NA,NA,1,NA,NA,99,99,99,99,99,99,99,99,99,NA,NA,NA
884,1,0,1,0,1,0,0,0,0,2,1,1,1,2,3,2,1,2,4,0,2,2,3,2,1,3,3,3,3,3,1,2,1,1,3,3,1,3,2,0,0,1,1,1,0,0.5,1,2,3,1,1,1,3,1,2,1,0,1,1,0,1,0,0,3,0,1,3,1,1,2,2,1,1,1,1,3,1,0,0,0,0,1,0,0.1666666716337204,0.20000000298023224,0,2,2,2,2,1,3,1,2,1,3,1,1,1,1,3,1,1,1,1,0,1,5,5,1,0,0,0,1,0,1,0.3333333432674408,0,1,NA,0,1,0,NA,0,2,1,1,0,0,1,0,2,7,7,4,1,0,1,1,0,10,10,70,0,60,60,70,70,97,50,1,3,1,5,1,2,10,3,3,3,1,1,0,0,0,0,0,0,1,1,11,0
889,1,0,0,0,0,0,0,0,0,0,1,1,5,5,3,2,2,2,2,2,1,1,2,1,1,3,2,3,1,1,3,3,3,3,1,1,1,1,4,0,0,1,0,1,0,0.3333333432674408,1,3,3,4,1,1,3,1,2,3,0,1,0,0,1,0,0,0,0,1,3,1,3,3,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,3,2,2,1,1,3,1,1,4,1,1,1,1,1,1,1,1,2,2,0,1,10,10,0,0,0,1,1,1,0,0.5,1,1,NA,0,0,0,NA,0,3,1,6,0,0,1,0,4,5,4,3,0,0,1,1,1,10,10,60,40,70,70,85,97,70,40,1,2,0,0,2,8,8,1,3,3,0,0,1,0,0,0,0,0,0,9,99,1
890,1,1,0,0,0,0,0,0,0,1,1,5,5,2,3,2,1,4,1,3,2,2,2,1,1,3,2,1,1,1,4,3,3,1,2,3,1,3,2,0,0,0,0,1,0,0.1666666716337204,0,3,1,1,1,3,4,1,3,1,0,1,1,1,1,0,0,0,0,1,3,3,1,3,3,3,3,2,3,1,1,0,0,0,0,0,0,0,0,0,2,3,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4,4,0,0,0,0,0,0,1,0.1666666716337204,0,1,NA,0,0,1,0,0,NA,1,0,1,0,0,1,1,1,7,3,1,0,0,1,1,7,9,70,40,60,60,70,97,85,50,1,3,0,0,1,14,15,1,3,4,1,1,0,0,1,0,0,0,0,21,99,0
891,0,1,0,0,0,0,0,0,0,1,1,2,5,3,3,1,2,1,2,2,2,2,2,2,1,3,3,3,1,3,2,3,1,1,3,1,1,1,4,0,0,1,1,1,0,0.5,0,3,1,1,1,3,4,1,2,1,0,1,1,0,1,4,0,2,1,3,3,1,1,3,1,1,1,1,6,2,1,1,1,1,1,1,1,1,1,6,1,2,1,2,3,3,1,4,3,1,1,2,1,1,1,1,1,3,2,0,1,10,10,1,0,1,1,1,1,1,0.8333333134651184,1,1,0,0,1,0,NA,0,NA,NA,2,1,0,NA,NA,NA,5,7,4,0,1,1,1,1,9,9,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,3,NA,NA,1,1,0,0,0,0,0,0,0,99,99,0
892,1,1,0,0,0,0,1,1,0,3,1,1,1,2,2,1,2,2,3,1,2,3,3,1,1,3,1,1,1,1,4,1,3,3,1,1,1,3,3,1,1,0,1,1,1,0.8333333134651184,1,2,2,1,1,1,4,1,3,1,0,1,1,0,1,4,4,4,1,3,2,3,1,3,1,1,1,1,7,3,1,0,1,0,0,1,0,0.3333333432674408,0.4000000059604645,5,2,3,2,1,2,3,0,2,3,3,1,1,2,1,2,1,3,1,3,0,1,9,9,1,0,1,0,1,1,1,0.6666666865348816,0,1,NA,0,1,0,NA,0,1,1,3,1,0,1,1,4,2,7,4,0,0,1,1,1,8,10,30,15,60,60,60,70,60,30,1,3,1,5,1,9,10,1,NA,4,1,1,1,1,0,0,1,0,1,99,99,0
894,0,0,0,0,0,0,0,0,0,0,1,1,5,2,3,1,1,2,7,3,3,2,1,2,3,3,5,1,3,3,1,3,3,3,1,1,3,3,2,0,0,1,1,1,1,0.6666666865348816,0,3,3,1,1,1,1,1,3,1,0,1,1,0,1,4,0,4,1,3,3,3,3,1,1,1,1,1,5,1,1,1,0,1,0,0,0,0.3333333432674408,0.20000000298023224,1,1,3,2,1,1,3,1,4,3,1,1,4,4,1,1,4,1,2,2,0,1,8,8,1,1,1,0,1,1,1,0.8333333134651184,1,1,1,0,1,0,NA,0,1,NA,1,0,0,NA,NA,NA,7,7,6,1,1,0,1,1,8,10,97,25,50,50,50,97,97,50,1,3,1,5,0,4,6,1,3,1,0,0,0,0,0,0,0,0,0,1,17,0
895,1,1,1,0,0,0,1,0,1,4,1,2,1,3,1,1,1,2,5,1,1,2,2,2,1,3,3,3,1,1,3,1,1,1,4,1,3,1,3,0,0,0,1,1,1,0.5,1,2,1,2,1,3,1,2,3,4,0,1,1,0,1,4,3,3,1,1,3,3,2,3,2,1,1,1,6,2,1,1,0,1,0,1,1,0.6666666865348816,0.6000000238418579,2,2,2,1,2,1,1,0,4,3,4,2,1,2,1,1,1,2,1,1,0,1,10,10,1,1,1,1,1,1,1,1,0,1,1,0,1,0,NA,0,1,0,4,0,1,1,0,5,4,NA,4,9,1,1,NA,0,8,8,40,40,60,60,50,50,60,40,1,3,1,5,1,6,12,2,6,5,1,1,0,0,0,0,0,0,1,1,19,0
897,1,1,1,0,0,0,0,0,0,2,1,1,1,1,3,2,4,4,5,1,1,1,2,2,1,1,3,3,1,1,3,3,3,1,2,1,1,1,4,0,0,0,0,1,1,0.3333333432674408,1,2,1,1,1,4,1,4,1,3,1,4,1,0,1,4,4,0,1,1,3,3,3,1,1,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,2,2,1,2,1,3,1,4,3,1,3,1,1,1,1,1,1,1,1,0,1,10,10,1,1,1,0,1,1,1,0.8333333134651184,0,1,NA,0,1,0,NA,0,3,0,0,1,0,0,0,3,2,5,6,0,0,1,1,1,9,10,70,70,85,85,85,85,85,70,1,2,0,0,2,5,6,0,4,4,1,1,1,0,0,1,1,1,1,6,18,1
898,0,1,0,0,0,0,0,0,0,1,1,1,1,1,3,2,1,4,4,0,2,1,1,2,1,3,4,3,1,3,2,3,3,1,2,3,3,3,1,1,0,0,0,1,0,0.3333333432674408,1,3,2,1,1,1,1,1,4,4,1,4,1,0,1,4,4,4,1,3,3,3,1,1,1,1,1,1,6,2,1,1,0,1,0,1,1,0.6666666865348816,0.6000000238418579,2,2,3,1,2,1,3,1,4,4,3,2,2,3,1,3,3,3,1,2,0,1,9,9,1,1,1,0,1,1,1,0.8333333134651184,1,1,NA,0,0,0,NA,0,2,0,2,1,0,NA,NA,NA,5,7,5,0,0,0,1,0,8,9,97,70,97,97,97,97,85,60,1,2,1,5,1,7,7,1,4,1,1,0,0,0,0,0,0,0,0,5,99,0
899,1,0,0,0,0,0,0,0,0,0,1,2,1,1,3,2,2,2,1,3,2,2,2,1,1,3,2,3,1,1,3,3,1,1,3,1,1,1,4,1,1,0,1,1,1,0.8333333134651184,1,2,1,1,1,1,3,1,1,1,1,3,1,0,1,4,4,4,0,3,3,1,1,1,1,1,1,1,6,2,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,3,3,1,1,0,0,1,0,1,0.5,0,1,NA,0,1,0,NA,0,NA,NA,2,NA,NA,0,NA,NA,5,7,3,1,0,1,1,1,8,10,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,5,NA,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,1,17,0
900,1,0,0,0,0,0,0,0,0,0,1,1,5,1,1,1,1,4,5,1,1,1,1,1,1,3,2,3,1,1,3,1,1,1,4,3,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,4,1,4,1,0,1,4,4,4,1,3,3,1,1,1,1,1,1,1,6,2,1,1,0,0,0,0,0,0.1666666716337204,0,0,2,2,2,2,1,3,1,4,4,1,1,1,1,1,1,1,3,1,1,0,1,8,6,1,1,1,1,1,1,1,1,0,1,0,0,1,0,NA,1,1,0,5,0,0,1,0,4,4,7,6,0,0,1,1,1,5,10,60,40,50,50,60,80,75,60,1,3,1,5,1,1,7,1,7,5,1,1,1,0,0,0,0,0,0,1,13,0
901,1,1,1,0,0,1,0,0,0,3,1,5,2,2,1,2,2,4,4,0,3,1,2,2,1,1,3,3,1,1,3,3,1,3,3,1,1,1,4,1,0,1,1,1,1,0.8333333134651184,1,4,1,1,1,1,1,1,3,1,0,1,1,1,1,4,0,1,1,3,3,3,3,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0.1666666716337204,0,0,3,1,1,3,3,1,1,4,4,1,1,1,1,1,1,1,1,2,2,0,1,9,8,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,7,0,1,1,0,4,5,4,NA,0,0,0,1,0,5,6,40,40,50,50,60,70,30,60,0,2,1,1,1,6,6,NA,4,5,1,1,0,0,0,0,0,0,0,6,99,1
902,1,1,1,0,1,1,1,0,0,5,1,1,2,2,1,2,2,4,6,2,1,2,1,2,1,3,4,3,1,1,3,3,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,0,1,1,1,1,3,0,3,0,3,2,1,1,3,3,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,3,1,3,2,1,1,1,1,1,1,1,1,2,1,0,1,5,5,0,0,0,0,1,1,1,0.5,0,1,0,0,0,0,NA,0,1,0,1,0,1,1,1,4,2,4,2,0,0,0,1,1,6,8,40,30,70,40,50,50,15,70,1,3,0,0,2,14,14,1,7,5,1,1,0,0,0,1,0,0,0,16,99,1
903,0,0,0,0,0,0,0,0,0,0,1,1,5,3,1,3,4,4,2,2,2,3,3,2,1,3,3,1,1,3,4,1,3,1,2,1,1,1,4,0,0,0,1,1,0,0.3333333432674408,1,2,3,3,1,1,3,1,2,1,0,1,1,0,1,4,4,4,1,1,3,3,3,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,2,3,2,2,1,3,1,3,2,1,1,1,1,1,1,3,1,2,2,0,1,9,8,1,0,1,0,1,1,1,0.6666666865348816,1,1,1,0,1,0,NA,0,1,0,0,0,0,NA,NA,NA,5,7,6,0,0,1,1,0,8,10,85,15,85,50,60,85,40,60,1,3,1,1,2,12,15,NA,4,4,0,0,0,0,0,0,0,0,0,7,21,0
905,0,0,0,0,0,0,1,0,1,2,1,5,5,5,2,3,4,3,2,2,1,1,2,2,1,3,3,3,1,3,2,1,3,1,2,3,3,3,1,0,0,0,1,1,0,0.3333333432674408,0,3,1,1,1,1,1,1,2,1,0,1,1,0,1,4,4,1,0,1,3,3,1,3,3,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,2,2,2,1,3,1,3,3,1,2,1,1,1,1,1,1,2,2,0,1,9,8,1,0,0,1,1,1,1,0.6666666865348816,1,1,0,0,1,0,NA,0,1,1,0,0,0,NA,NA,NA,6,7,5,1,0,0,1,1,8,10,50,40,60,50,50,50,60,50,0,2,1,1,2,1,14,1,3,2,1,1,0,0,0,0,1,0,0,99,99,0
907,0,1,0,0,0,0,0,0,0,1,0,2,5,2,1,2,2,4,2,2,1,2,3,1,1,3,2,1,3,3,1,3,1,1,3,1,1,1,4,0,0,0,1,1,1,0.5,1,2,3,1,1,1,1,2,2,2,0,1,1,1,1,4,4,4,1,1,3,3,3,3,3,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,2,2,2,1,3,1,2,2,4,1,1,1,1,1,1,1,2,2,1,4,7,6,0,1,0,1,1,0,1,0.6666666865348816,0,1,0,0,1,1,0,0,1,0,4,0,1,NA,NA,NA,4,7,2,1,0,1,1,0,7,8,50,20,50,50,80,80,50,97,1,2,1,5,2,9,14,4,3,4,1,1,0,0,0,0,0,0,0,11,11,0
908,0,1,0,1,1,0,0,0,0,3,1,2,5,1,3,1,2,2,2,2,2,2,2,1,1,3,2,3,2,1,3,3,1,1,3,1,1,1,4,0,0,0,1,0,0,0.1666666716337204,0,3,3,1,1,1,1,1,1,1,0,1,1,1,1,4,4,4,1,1,3,3,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,7,7,0,0,0,1,1,1,1,0.6666666865348816,1,1,0,0,1,0,NA,0,1,0,0,1,0,NA,NA,NA,6,6,NA,1,1,0,1,0,8,10,50,40,50,50,40,50,60,40,0,0,1,1,1,10,10,2,3,3,1,1,0,0,0,0,0,0,0,7,8,0
909,0,1,0,0,0,0,0,0,0,1,1,1,1,2,3,2,2,2,2,2,1,2,2,1,1,3,2,1,1,1,4,2,1,1,3,1,1,1,4,1,0,1,1,1,0,0.6666666865348816,1,2,2,1,1,1,1,1,1,3,0,1,1,1,1,4,4,4,1,1,3,3,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,3,1,1,3,1,3,3,3,1,1,1,1,3,1,1,1,2,0,1,8,8,1,1,0,1,1,1,1,0.8333333134651184,1,1,1,0,1,1,0,1,1,1,0,0,1,NA,NA,NA,6,6,4,0,0,1,1,1,9,10,0,50,50,50,50,50,50,50,1,1,1,5,1,4,11,4,4,1,99,99,99,99,99,99,99,99,99,NA,NA,NA
911,0,1,1,0,1,1,0,0,0,4,0,2,5,3,3,2,4,2,7,3,2,2,2,1,1,3,2,3,1,3,2,3,3,1,2,1,3,1,3,1,1,1,1,1,1,1,0,2,3,1,1,1,1,2,1,3,1,3,1,1,1,4,0,2,0,3,1,1,1,3,3,1,1,1,7,3,1,1,1,1,1,1,1,1,1,11,1,2,2,2,1,3,1,3,2,1,1,1,1,1,2,1,1,2,1,1,4,4,4,0,1,1,1,1,1,1,1,0,1,NA,0,0,1,1,1,NA,0,0,1,0,NA,NA,NA,6,7,6,1,0,1,1,1,7,9,70,15,50,70,60,60,97,40,1,2,1,5,0,8,12,1,7,5,1,1,0,0,1,1,1,0,1,10,10,0
912,1,1,1,0,0,0,0,0,1,3,1,1,1,1,2,2,2,4,6,2,1,2,3,2,1,3,3,1,1,1,4,3,1,1,3,1,1,1,4,1,0,1,1,1,1,0.8333333134651184,1,2,1,1,1,1,1,3,3,1,0,1,1,0,1,4,1,3,1,3,3,1,1,3,1,3,3,3,4,0,1,0,1,0,0,0,0,0.1666666716337204,0.20000000298023224,0,2,1,1,3,3,1,1,4,3,1,1,3,1,1,2,1,1,2,2,0,1,9,9,1,1,1,1,1,1,1,1,1,1,1,0,1,0,NA,0,1,0,0,1,0,1,0,6,1,5,3,0,0,1,1,1,8,9,60,40,70,70,70,85,70,40,1,3,1,5,0,9,15,3,7,5,1,1,0,0,0,1,1,0,0,8,18,1
914,1,1,0,0,0,0,1,1,0,3,1,2,1,3,1,1,1,2,7,3,1,3,3,1,1,3,1,1,1,1,4,1,1,1,4,1,1,1,4,0,0,1,1,1,1,0.6666666865348816,1,2,2,3,1,1,1,4,4,4,0,1,1,1,1,4,4,2,0,3,3,3,3,3,1,1,3,1,7,3,1,1,0,0,0,1,1,0.5,0.4000000059604645,2,1,2,1,2,3,3,1,5,5,1,1,2,1,1,1,1,1,2,2,0,1,10,10,1,1,1,1,1,1,1,1,1,1,0,1,0,0,NA,0,1,0,1,0,1,1,1,4,3,2,3,0,0,1,1,1,8,8,40,40,50,50,50,50,30,70,1,3,1,5,1,14,14,1,6,5,1,1,0,1,0,0,0,1,1,7,99,1
915,1,1,0,0,0,0,0,0,0,1,1,2,5,2,3,1,2,4,4,0,2,3,2,1,1,3,1,3,1,3,2,3,3,3,1,3,3,1,2,0,0,0,1,1,1,0.5,1,2,3,1,1,1,1,4,3,1,1,1,1,0,1,4,0,2,1,3,3,3,1,1,1,1,1,1,7,3,1,0,0,0,0,0,1,0.1666666716337204,0.20000000298023224,2,3,3,1,2,1,3,1,4,3,4,1,3,1,1,1,1,4,2,2,0,1,10,10,1,0,1,1,1,1,1,0.8333333134651184,1,1,1,0,1,0,NA,0,2,0,3,1,0,0,0,1,5,7,NA,0,0,0,1,1,9,10,50,50,50,50,40,70,70,60,1,1,1,1,1,12,15,3,4,5,1,1,0,0,0,1,1,0,1,3,14,0
916,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,3,2,2,4,0,1,2,2,2,1,3,3,3,2,3,1,2,3,1,2,1,2,1,4,1,0,0,1,1,1,0.6666666865348816,0,2,3,1,3,1,1,1,1,1,0,1,1,0,1,0,4,3,1,3,1,1,2,1,1,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,3,1,1,3,1,3,1,1,2,1,1,1,1,1,1,1,1,2,1,0,1,1,1,0,0,0,0,1,1,1,0.5,0,1,NA,0,1,0,NA,0,2,0,3,0,0,NA,NA,NA,7,7,1,0,0,0,1,0,8,8,85,15,50,50,0,85,15,60,0,1,1,5,1,3,8,0,5,1,0,0,0,0,0,0,0,0,0,8,13,0
918,1,0,0,0,0,0,1,0,1,2,1,1,1,3,1,3,2,2,6,2,2,3,2,1,1,3,1,1,1,3,4,1,2,1,2,3,1,1,3,0,1,0,1,1,1,0.6666666865348816,1,3,3,1,4,1,1,1,4,1,0,1,1,1,1,4,4,0,1,3,3,3,1,3,3,1,1,1,6,2,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,3,0,1,3,3,1,1,1,1,1,1,1,2,1,1,2,8,8,1,0,1,0,1,1,0,0.5,0,1,0,0,1,0,NA,0,2,0,2,0,0,1,0,7,4,6,7,1,0,0,NA,1,10,10,60,40,50,50,70,50,70,60,1,3,1,5,0,4,5,4,7,4,1,1,0,0,0,0,1,1,1,99,99,0
919,1,1,1,1,0,0,0,0,0,3,1,4,5,4,1,4,4,4,6,2,1,2,2,2,1,3,3,3,1,1,3,2,1,1,3,3,1,1,3,0,0,0,1,1,1,0.5,1,3,3,1,1,1,1,1,1,1,0,1,1,1,1,4,4,4,1,1,3,1,1,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,2,2,1,2,1,3,1,2,4,4,2,1,1,1,1,1,1,2,1,0,1,10,9,0,1,0,0,1,1,1,0.6666666865348816,0,1,0,0,0,1,0,0,1,0,6,1,0,0,0,1,6,NA,5,NA,1,1,1,0,5,7,85,15,70,70,70,85,70,30,1,0,1,1,0,9,16,1,3,4,99,1,0,0,0,0,0,0,1,12,12,0
920,1,1,0,0,0,0,0,0,0,1,1,1,1,2,1,2,2,4,5,1,1,2,3,2,1,3,3,3,1,1,3,2,1,1,3,1,1,1,4,1,0,1,1,1,1,0.8333333134651184,1,2,1,1,1,1,1,2,2,1,0,1,1,1,1,4,0,4,1,1,3,3,1,3,1,1,1,1,5,1,1,1,0,0,0,0,0,0.1666666716337204,0,2,1,3,2,1,1,3,1,6,5,1,1,1,1,1,1,1,1,2,1,1,2,9,9,1,1,1,0,1,1,1,0.8333333134651184,0,1,1,1,0,0,NA,0,NA,1,1,1,0,1,0,4,2,4,6,1,0,1,1,0,8,8,40,30,50,50,50,50,60,60,0,1,0,0,1,10,17,0,6,5,1,0,0,0,0,0,0,0,0,9,21,0
